Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
0.1906138790035587,0.25,0.0,0.4305555555555536,0.020872923777076807,0.0,0.4444444444444445,0.15126880268311063
0.8383007117437722,0.5,1.0,0.9166666666666679,0.9472951225971012,0.5,0.5555555555555556,0.876605709439772
0.6870551601423487,0.0,0.5,0.9166666666666679,0.6978795188516651,0.0,0.8888888888888888,0.6686171603233756
0.10298042704626334,0.0,0.5,0.375,0.49620507341343156,0.5,0.7777777777777777,0.11847369308928887
0.9837633451957295,0.25,0.0,0.5972222222222214,0.9352633686306734,0.0,0.7777777777777777,0.9332778333454715
0.765346975088968,1.0,1.0,0.5555555555555536,0.43938532300628697,1.0,0.7777777777777777,0.7707830980062496
0.7046263345195729,0.0,0.5,0.8611111111111107,0.982748512992024,0.0,0.0,0.7051916196575282
0.648576512455516,0.0,0.0,0.3055555555555536,0.512848049693506,0.5,0.0,0.59379924714199
0.028247330960854078,0.5,1.0,0.6527777777777786,0.11336159512600463,0.5,0.7777777777777777,0.06245992400442252
0.3741103202846975,0.75,0.5,0.4305555555555536,0.7663080100705786,1.0,0.4444444444444445,0.39388492929419305
0.17037366548042704,0.25,0.5,0.7777777777777786,0.6800837109341675,0.5,0.8888888888888888,0.22446668523789823
0.5311387900355872,0.25,1.0,0.44444444444444287,0.7745243520447733,0.0,0.1111111111111111,0.5252511529032584
0.5404804270462633,1.0,1.0,0.31944444444444287,0.9536466120118104,1.0,0.8888888888888888,0.5915121871719468
0.2626779359430605,1.0,1.0,0.5277777777777786,0.7780400238137004,0.5,0.7777777777777777,0.3302188790500429
0.7522241992882562,0.25,1.0,0.45833333333333215,0.6122700875246965,0.5,0.8888888888888888,0.7295658177009958
0.915035587188612,1.0,0.0,0.7638888888888893,0.8591616758336992,0.0,0.3333333333333333,0.9106529369935273
0.6452402135231317,0.5,1.0,0.375,0.6744113042957053,0.0,0.0,0.626347286952045
0.10475978647686832,0.25,0.5,0.5,0.40829304407565625,1.0,0.0,0.12305194475198858
0.23999110320284694,1.0,0.5,0.08333333333333215,0.8875783457273526,0.5,0.4444444444444445,0.28558765249986195
0.5682829181494662,0.25,0.0,0.9305555555555536,0.22137848124716328,0.0,0.1111111111111111,0.5631342332558761
0.4546263345195729,0.75,0.5,0.5,0.7159608474425289,1.0,0.7777777777777777,0.476073612818961
0.6103202846975089,0.0,0.5,0.7638888888888893,0.8835068765195863,0.5,1.0,0.6306851948470477
0.21619217081850534,0.25,1.0,0.8888888888888893,0.7326984137065343,0.5,0.4444444444444445,0.25941967462050497
0.40102313167259784,0.0,0.5,0.8888888888888893,0.6985300890529054,1.0,0.4444444444444445,0.42062326342081446
0.04137010676156583,1.0,0.0,0.6388888888888893,0.7540998753196063,1.0,0.1111111111111111,0.11628264702997998
0.6074288256227758,0.0,1.0,0.2638888888888893,0.46544202685631453,0.0,0.6666666666666665,0.5423779595171866
0.6677046263345195,0.25,1.0,0.25,0.8760864742486276,0.5,0.7777777777777777,0.6362005143673569
0.4217081850533808,0.75,0.0,0.3888888888888893,0.20284548895271978,0.5,1.0,0.4029009388547641
0.28113879003558717,1.0,1.0,0.8194444444444429,0.1265112030188467,0.5,0.0,0.3218220348909432
0.3391903914590747,0.25,1.0,0.23611111111111072,0.2852245280616441,1.0,0.1111111111111111,0.3236361753896203
0.7115213523131673,1.0,0.0,0.47222222222222143,0.5322127928528567,0.0,1.0,0.7004338304049891
0.7902580071174377,0.5,1.0,0.5833333333333321,0.5111186485228092,0.5,0.3333333333333333,0.7748188869995564
0.8645462633451957,0.0,0.0,0.13888888888888928,0.8223143319545889,1.0,0.4444444444444445,0.8035652945966186
0.14301601423487542,0.5,0.0,0.6666666666666679,0.40472937451293156,0.5,0.1111111111111111,0.17026340387737152
0.6416814946619217,0.25,0.5,0.5138888888888893,0.48480329553798207,0.0,0.0,0.596317989669249
0.5409252669039145,0.75,0.5,0.875,0.012066340703500628,0.5,0.8888888888888888,0.5472086537156108
0.1327846975088968,1.0,1.0,0.9444444444444429,0.4099192788946031,0.0,0.0,0.2073423177177742
0.5249110320284697,0.0,1.0,0.09722222222222143,0.6488438989692583,0.0,0.3333333333333333,0.4724435359939466
0.45774021352313166,1.0,0.0,0.45833333333333215,0.014214988450368143,0.5,0.1111111111111111,0.4318046051448591
0.05293594306049823,0.25,1.0,0.6527777777777786,0.2805804210350815,0.5,0.3333333333333333,0.07716616465369633
0.4532918149466192,1.0,0.0,0.7638888888888893,0.20738226556100633,0.0,0.7777777777777777,0.4554799819507319
0.6274466192170818,0.0,0.0,0.8888888888888893,0.04079104130294686,1.0,0.7777777777777777,0.5879408317357474
0.5802935943060498,0.25,1.0,0.41666666666666785,0.4796999571422693,0.0,0.8888888888888888,0.5569948420953528
0.30249110320284694,1.0,0.0,0.04166666666666785,0.1810511569675747,0.5,0.4444444444444445,0.26566176614363823
0.3280693950177936,0.75,0.5,0.6805555555555536,0.744507403803504,0.5,0.6666666666666665,0.3750254394367336
0.5678380782918149,0.25,1.0,0.9444444444444429,0.8497455969494773,1.0,0.2222222222222222,0.6261743505542648
0.17170818505338076,0.25,0.5,0.40277777777777857,0.546272930950004,0.0,1.0,0.18529229162697977
0.8921263345195729,0.75,1.0,0.8055555555555536,0.9840250383193713,0.0,0.3333333333333333,0.9378684326445045
0.006895017793594305,0.5,0.0,0.9166666666666679,0.4508108716704333,0.0,1.0,0.07613984727477274
0.7004003558718861,0.0,1.0,0.6111111111111107,0.5139355519337446,0.5,0.8888888888888888,0.6846895407254946
0.4341637010676156,0.5,0.5,0.04166666666666785,0.9915635189017432,0.0,1.0,0.41718090989576706
0.3518683274021352,1.0,0.0,0.34722222222222143,0.23106251442864975,1.0,1.0,0.3573527013000207
0.8763345195729537,0.75,1.0,0.3611111111111107,0.9447172750348297,0.5,0.0,0.872521793315203
